time;Si (?mol/L);Al (?mol/L)
9.016666667;89.44788324;142.6353616
9.033333333;89.51749477;142.6764473
9.05;89.6070874;142.7093031
9.066666667;89.56028735;142.714726
9.083333333;89.50393112;142.7201488
9.1;89.44757489;142.8133572
9.116666667;89.37210632;142.8928491
9.133333333;89.41304933;143.008004
9.15;89.46354851;143.1039557
9.166666667;89.67910889;143.0545125
9.183333333;89.94331888;143.0132993
9.2;90.15974801;143.0927912
9.216666667;90.43351418;143.1613099
9.233333333;90.57175642;143.0460275
9.25;90.7490921;142.9499483
9.266666667;90.72227314;142.9279381
9.283333333;90.69545418;142.9114145
9.3;90.72597227;143.0924085
9.316666667;90.76691528;143.2432263
9.333333333;90.74965249;143.2596223
9.35;90.72283354;143.2705317
9.366666667;90.67603349;143.3829432
9.383333333;90.61967726;143.4761517
9.4;90.76747567;143.5611302
9.416666667;90.94481136;143.6323922
9.433333333;90.95708584;143.6954243
9.45;90.9789165;143.7502266
9.466666667;90.96078497;143.6376875
9.483333333;90.94352219;143.5416082
9.5;90.91670323;143.5634909
9.516666667;90.88901553;143.5798869
9.533333333;91.00814542;143.7553943
9.55;91.15681257;143.9007254
9.566666667;91.25596137;143.9802173
9.583333333;91.37509126;144.0487361
9.6;91.45512771;144.1062816
9.616666667;91.55514525;144.1555972
9.633333333;91.64473787;144.2680087
9.65;91.76473651;144.3639605
9.666666667;91.83521678;144.531238
9.683333333;91.91525323;144.6710825
9.7;91.86845318;144.6380991
9.716666667;91.81209695;144.6133457
9.733333333;91.97987646;144.6955809
9.75;92.18761815;144.7640996
9.766666667;92.23898608;144.8134152
9.783333333;92.29904143;144.854501
9.8;91.52944709;144.7584217
9.816666667;90.57481045;144.6788022
9.833333333;91.04491257;144.6595354
9.85;91.63316376;144.6457551
9.866666667;92.10413462;144.6786109
9.883333333;92.70367947;144.7059801
9.9;92.98960805;144.7196329
9.916666667;93.34503607;144.7305423
9.933333333;93.3077922;144.8758734
9.95;93.27141706;144.9965148
9.966666667;93.2828228;145.1198996
9.983333333;93.29509729;145.2213379
10;93.30650303;145.2432205
10.01666667;93.32833369;145.2623598
10.03333333;93.34060817;145.3583116
10.05;93.35201391;145.4378035
10.06666667;93.41380675;145.5474717
10.08333333;93.48428703;145.6406801
10.1;93.52523003;145.7229153
10.11666667;93.56704178;145.7941774
10.13333333;93.68704042;145.8572095
10.15;93.84613249;145.9120117
10.16666667;93.8488508;145.9064614
10.18333333;93.85070037;145.9036543
10.2;93.94116173;145.9886328
10.21666667;94.05160419;146.0571515
10.23333333;94.13250938;146.0927507
10.25;94.23339567;146.1228632
10.26666667;94.27433867;146.0706767
10.28333333;94.3257066;146.0267201
10.3;94.32842491;146.2351472
10.31666667;94.33027447;146.4106546
10.33333333;94.36166131;146.5834187
10.35;94.40347306;146.7287498
10.36666667;94.44528481;146.7616056
10.38333333;94.49665273;146.7862316
10.4;94.54802066;146.7614781
10.41666667;94.60894476;146.7394679
10.43333333;94.64120033;146.7092279
10.45;94.67258716;146.6872177
10.46666667;94.703974;146.6487477
10.48333333;94.74578575;146.6157643
10.5;94.81713476;146.6760532
10.51666667;94.90759613;146.7281121
10.53333333;94.92942679;146.7472514
10.55;94.95212619;146.7609042
10.56666667;95.02260646;146.8019899
10.58333333;95.11393657;146.837589
10.6;95.1653045;147.0076098
10.61666667;95.23665351;147.1474543
10.63333333;95.26890909;147.2214597
10.65;95.30029592;147.2817485
10.66666667;95.35166385;147.39416
10.68333333;95.41345669;147.4901117
10.7;95.56386133;147.5778336
10.71666667;95.75335942;147.6518389
10.73333333;95.74565281;147.7532772
10.75;95.7379462;147.8355124
10.76666667;95.73023959;147.8738549
10.78333333;95.72253298;147.9067107
10.8;95.77476965;147.9724861
10.81666667;95.83569375;148.0272883
10.83333333;95.84796823;148.0519143
10.85;95.86024272;148.0765402
10.86666667;95.8725172;148.1340857
10.88333333;95.89434786;148.180658
10.9;95.9561407;148.3506788
10.91666667;96.02748972;148.4905234
10.93333333;96.05887655;148.512406
10.95;96.09113213;148.5315453
10.96666667;96.22242442;148.5671444
10.98333333;96.39281016;148.597257
11;96.43462191;148.6301128
11.01666667;96.48598983;148.6602253
11.03333333;96.56776377;148.7506905
11.05;96.66865005;148.8301824
11.06666667;96.77040508;148.8383485
11.08333333;96.8921412;148.8437713
11.1;96.98347131;148.8601674
11.11666667;97.09478251;148.8765634
11.13333333;97.05753863;148.8792429
11.15;97.00986984;148.8819224
11.16666667;97.0317005;148.8653989
11.18333333;97.05353115;148.8488753
11.2;97.12574892;148.7390795
11.21666667;97.21707902;148.6457436
11.23333333;97.31883405;148.7224922
11.25;97.45012635;148.7882676
11.26666667;97.3833452;148.8019203
11.28333333;97.3052704;148.8155731
11.3;97.34795089;148.9005516
11.31666667;97.39931882;148.9718136
